Date,Open,High,Low,Close,Adj Close,Volume
2022-09-15,392.959991,395.959991,388.779999,390.119995,382.502563,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,379.584503,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,382.528137,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,378.137268,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,371.541107,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,368.420258,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,362.247437,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,358.663818,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,357.748260,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,364.787415,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,357.167419,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,351.644318,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,360.928192,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,372.112122,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,371.245758,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,367.416077,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,357.167419,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,354.440308,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,352.195648,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,351.033936,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,360.298096,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,352.087372,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,361.134949,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,365.378143,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,362.788879,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,359.746765,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,368.489197,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,372.998199,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,378.954407,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,376.099335,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,374.090973,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,382.990814,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,380.224396,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,378.560577,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,369.060181,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,365.260010,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,370.517242,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,374.061432,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,376.079681,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,368.331665,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,388.572998,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,392.333801,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,388.996338,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,392.314087,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,389.321228,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,388.129944,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,389.892212,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,388.474548,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,393.702271,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,396.183228,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,396.094604,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,389.774078,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,389.104645,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,401.361664,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,401.066315,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,400.603638,85342700
2022-12-05,403.950012,404.929993,398.170013,399.589996,393.397034,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,387.726318,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,387.066742,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,390.098969,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,387.184845,81447700
2022-12-12,394.109985,398.950012,393.410004,398.950012,392.766998,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,395.740173,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,393.209991,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,383.591431,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,379.062683,119858000
2022-12-19,383.470001,383.820007,378.279999,380.019989,375.848358,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,376.362640,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,381.990234,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,376.540680,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,378.706665,59857300
2022-12-27,382.790009,383.149994,379.649994,381.399994,377.213226,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,372.525269,70911500
2022-12-29,379.630005,384.350006,379.079987,383.440002,379.230835,66970900
2022-12-30,380.640015,382.579987,378.429993,382.429993,378.231934,84022200
2023-01-03,384.369995,386.429993,377.829987,380.820007,376.639587,74850700
2023-01-04,383.179993,385.880005,380.000000,383.760010,379.547333,85934100
2023-01-05,381.720001,381.839996,378.760010,379.380005,375.215424,76970500
2023-01-06,382.609985,389.250000,379.410004,388.079987,383.819885,104189600
2023-01-09,390.369995,393.700012,387.670013,387.859985,383.602264,73978100
2023-01-10,387.250000,390.649994,386.269989,390.579987,386.292419,65358100
2023-01-11,392.230011,395.600006,391.380005,395.519989,391.178162,68881100
2023-01-12,396.670013,398.489990,392.420013,396.959991,392.602386,90157700
2023-01-13,393.619995,399.100006,393.339996,398.500000,394.125519,63903900
2023-01-17,398.480011,400.230011,397.059998,397.769989,393.403503,62677300
2023-01-18,399.010010,400.119995,391.279999,391.489990,387.192444,99632300
2023-01-19,389.359985,391.079987,387.260010,388.640015,384.373749,86958900
2023-01-20,390.100006,396.040009,388.380005,395.880005,391.534271,91806400
2023-01-23,396.720001,402.649994,395.720001,400.630005,396.232117,84178800
2023-01-24,398.880005,401.149994,397.640015,400.200012,395.806854,59524900
2023-01-25,395.950012,400.700012,393.559998,400.350006,395.955200,84800300
2023-01-26,403.130005,404.920013,400.029999,404.750000,400.306885,72287400
2023-01-27,403.660004,408.160004,403.440002,405.679993,401.226685,68346200
2023-01-30,402.799988,405.130005,400.279999,400.589996,396.192566,74202000
2023-01-31,401.130005,406.529999,400.769989,406.480011,402.017914,86811800
2023-02-01,405.209991,413.670013,402.350006,410.799988,406.290466,101459200
2023-02-02,414.859985,418.309998,412.880005,416.779999,412.204834,101654500
2023-02-03,411.589996,416.970001,411.089996,412.350006,407.823486,94736800
2023-02-06,409.790009,411.290009,408.100006,409.829987,405.331116,60295300
2023-02-07,408.869995,416.489990,407.570007,415.190002,410.632294,90990700
2023-02-08,413.130005,414.529999,409.929993,410.649994,406.142120,76227500
2023-02-09,414.410004,414.570007,405.809998,407.089996,402.621185,78694900
2023-02-10,405.859985,408.440002,405.010010,408.040009,403.560791,70769700
2023-02-13,408.720001,412.970001,408.239990,412.829987,408.298157,64913500
2023-02-14,411.239990,415.049988,408.510010,412.640015,408.110291,88389300
2023-02-15,410.350006,414.059998,409.470001,413.980011,409.435577,61555700
2023-02-16,408.790009,412.910004,408.140015,408.279999,403.798126,76431500
2023-02-17,406.059998,407.510010,404.049988,407.260010,402.789337,89257800
2023-02-21,403.059998,404.160004,398.820007,399.089996,394.709045,82655900
2023-02-22,399.519989,401.130005,397.019989,398.540009,394.165070,83742300
2023-02-23,401.559998,402.200012,396.250000,400.660004,396.261810,96242400
2023-02-24,395.420013,397.250000,393.640015,396.380005,392.028778,108194400
2023-02-27,399.869995,401.290009,396.750000,397.730011,393.363953,80444700
2023-02-28,397.230011,399.279999,396.149994,396.260010,391.910126,96438600
2023-03-01,395.410004,396.690002,393.380005,394.739990,390.406769,99706800
2023-03-02,392.679993,398.690002,392.329987,397.809998,393.443085,85127800
2023-03-03,399.709991,404.450012,399.029999,404.190002,399.753052,90120000
2023-03-06,405.049988,407.450012,404.010010,404.470001,400.029938,72795900
2023-03-07,404.420013,404.670013,397.630005,398.269989,393.898010,108310600
2023-03-08,398.390015,399.709991,396.589996,398.920013,394.540894,74746600
2023-03-09,399.739990,401.480011,390.529999,391.559998,387.261688,111945300
2023-03-10,390.989990,393.160004,384.320007,385.910004,381.673706,189253000
2023-03-13,381.809998,390.390015,380.649994,385.359985,381.129730,157790000
2023-03-14,390.500000,393.450012,387.049988,391.730011,387.429810,149752400
2023-03-15,385.890015,389.489990,383.709991,389.279999,385.006714,172996900
2023-03-16,386.820007,396.470001,386.290009,396.109985,391.761719,143254200
2023-03-17,393.220001,394.399994,388.549988,389.989990,387.180969,140553400
2023-03-20,390.799988,394.170013,390.070007,393.739990,390.903961,93055800
2023-03-21,397.239990,399.410004,395.579987,398.910004,396.036713,91524200
2023-03-22,398.730011,402.489990,392.070007,392.109985,389.285706,111746600
2023-03-23,395.089996,399.290009,390.350006,393.170013,390.338074,119351300
2023-03-24,391.839996,395.839996,389.399994,395.750000,392.899506,107682400
2023-03-27,398.119995,398.920013,395.559998,396.489990,393.634155,74010400
2023-03-28,395.769989,396.489990,393.690002,395.600006,392.750580,62871700
2023-03-29,399.929993,401.600006,398.679993,401.350006,398.459137,77497900
2023-03-30,404.089996,404.350006,401.760010,403.700012,400.792236,69840000
2023-03-31,404.660004,409.700012,404.549988,409.390015,406.441254,112062600
2023-04-03,408.850006,411.369995,408.440002,410.950012,407.990021,67391100
2023-04-04,411.619995,411.920013,407.239990,408.670013,405.726471,66601500
2023-04-05,407.910004,408.700012,405.880005,407.600006,404.664154,65200200
2023-04-06,406.769989,409.480011,405.679993,409.190002,406.242706,63743300
2023-04-10,406.609985,409.690002,405.970001,409.609985,406.659668,63681000
2023-04-11,410.260010,411.179993,408.920013,409.720001,406.768860,59297900
2023-04-12,411.869995,412.170013,407.440002,408.049988,405.110901,86420400
2023-04-13,409.179993,413.839996,407.989990,413.470001,410.491882,85814800
2023-04-14,412.809998,415.089996,410.059998,412.459991,409.489136,78161500
2023-04-17,412.369995,413.959991,411.089996,413.940002,410.958496,66436400
2023-04-18,415.579987,415.720001,412.779999,414.209991,411.226532,63560000
2023-04-19,412.220001,415.079987,412.160004,414.140015,411.157043,55227300
2023-04-20,411.209991,413.700012,410.269989,411.880005,408.913330,75840400
2023-04-21,412.190002,412.679993,410.170013,412.200012,409.231018,73457400
2023-04-24,411.989990,413.070007,410.600006,412.630005,409.657928,64332100
2023-04-25,410.579987,411.160004,406.019989,406.079987,403.155090,97766700
2023-04-26,406.720001,407.839996,403.779999,404.359985,401.447449,80447000
2023-04-27,407.000000,412.690002,406.739990,412.410004,409.439484,92968400
2023-04-28,411.489990,415.940002,411.429993,415.929993,412.934113,89335600
2023-05-01,415.470001,417.619995,415.269989,415.510010,412.517181,62122300
2023-05-02,414.769989,414.820007,407.820007,410.839996,407.880829,103998500
2023-05-03,411.359985,413.869995,407.769989,408.019989,405.081116,91531800
2023-05-04,406.929993,407.269989,403.739990,405.130005,402.211945,94901900
2023-05-05,408.910004,413.720001,408.640015,412.630005,409.657928,87844000
2023-05-08,412.970001,413.239990,411.279999,412.739990,409.767090,50046800
2023-05-09,411.130005,412.089996,410.690002,410.929993,407.970154,49220100
2023-05-10,413.880005,414.540009,408.869995,412.850006,409.876343,96142900
2023-05-11,411.950012,412.429993,409.970001,412.130005,409.161499,70157100
2023-05-12,413.420013,413.640015,409.070007,411.589996,408.625397,70439400
2023-05-15,412.220001,413.429993,410.230011,413.010010,410.035156,54289400
2023-05-16,411.859985,412.820007,410.239990,410.250000,407.295044,57705500
2023-05-17,412.350006,415.859985,410.640015,415.230011,412.239197,87287000
2023-05-18,414.899994,419.670013,414.670013,419.230011,416.210388,97177200
2023-05-19,420.170013,420.720001,417.350006,418.619995,415.604767,103679700
2023-05-22,418.640015,420.390015,417.350006,418.790009,415.773560,60745400
2023-05-23,417.079987,418.720001,413.679993,414.089996,411.107422,86383500
2023-05-24,412.420013,412.820007,409.880005,411.089996,408.128998,89213700
2023-05-25,414.739990,416.160004,412.410004,414.649994,411.663361,90961600
2023-05-26,415.329987,420.769989,415.250000,420.019989,416.994659,93830000
2023-05-30,422.029999,422.579987,418.739990,420.179993,417.153534,72216000
2023-05-31,418.279999,419.220001,416.220001,417.850006,414.840332,110811800
2023-06-01,418.089996,422.920013,416.790009,421.820007,418.781738,88865000
2023-06-02,424.500000,428.739990,423.950012,427.920013,424.837799,91366700
2023-06-05,428.279999,429.619995,426.369995,427.100006,424.023712,65460200
2023-06-06,426.670013,428.579987,425.989990,428.029999,424.946991,64022200
2023-06-07,428.440002,429.619995,426.109985,426.549988,423.477631,85373300
2023-06-08,426.619995,429.600006,425.820007,429.130005,426.039093,61952800
2023-06-09,429.959991,431.989990,428.869995,429.899994,426.803497,85742800
2023-06-12,430.920013,433.880005,430.170013,433.799988,430.675415,76104300
2023-06-13,435.320007,437.329987,434.630005,436.660004,433.514832,95899700
2023-06-14,437.010010,439.059998,433.589996,437.179993,434.031067,100612100
2023-06-15,436.329987,443.899994,436.230011,442.600006,439.412048,110303100
2023-06-16,443.019989,443.609985,438.970001,439.459991,437.915314,114121300
2023-06-20,437.450012,438.369995,435.029999,437.179993,435.643341,76160400
2023-06-21,436.160004,436.989990,434.329987,434.940002,433.411224,76982300
2023-06-22,433.950012,436.619995,433.600006,436.510010,434.975708,70637200
2023-06-23,432.929993,435.059998,432.470001,433.209991,431.687286,92074500
2023-06-26,432.619995,434.609985,431.190002,431.440002,429.923523,72823600
2023-06-27,432.350006,436.809998,431.880005,436.170013,434.636902,72813700
2023-06-28,435.049988,437.440002,434.410004,436.390015,434.856140,75636000
2023-06-29,435.959991,438.279999,435.540009,438.109985,436.570038,67882300
2023-06-30,441.440002,444.299988,441.109985,443.279999,441.721893,104921500
2023-07-03,442.920013,444.079987,442.630005,443.790009,442.230103,32793400
2023-07-05,441.910004,443.890015,441.899994,443.130005,441.572418,58418400
2023-07-06,439.420013,440.100006,437.059998,439.660004,438.114624,80658300
2023-07-07,438.630005,442.640015,438.299988,438.549988,437.008514,86076100
2023-07-10,438.179993,439.839996,437.589996,439.660004,438.114624,62443500
2023-07-11,440.450012,442.970001,439.440002,442.459991,440.904755,64463800
2023-07-12,446.390015,447.480011,444.910004,446.019989,444.452240,91924500
2023-07-13,447.899994,450.380005,447.450012,449.559998,447.979828,72425200
2023-07-14,450.480011,451.359985,448.489990,449.279999,447.700806,69761800
2023-07-17,449.130005,451.929993,449.079987,450.839996,449.255310,52680200
2023-07-18,450.500000,454.859985,450.049988,454.190002,452.593536,80744400
2023-07-19,455.010010,456.429993,454.109985,455.200012,453.600006,65891700
2023-07-20,454.170013,455.100006,451.440002,452.179993,450.590607,70591600
2023-07-21,453.959991,454.170013,452.170013,452.179993,450.590607,71245400
2023-07-24,453.369995,455.040009,452.299988,454.200012,452.603516,54023400
2023-07-25,453.920013,456.739990,453.869995,455.440002,453.839142,55191200
2023-07-26,454.470001,456.989990,453.380005,455.510010,453.908905,71052900
2023-07-27,459.019989,459.440002,451.549988,452.489990,450.899506,92194400
2023-07-28,455.880005,457.779999,452.489990,456.920013,455.313965,80011800
2023-07-31,457.410004,458.160004,456.049988,457.790009,456.180908,62040400
2023-08-01,456.269989,457.250000,455.489990,456.480011,454.875519,55291500
2023-08-02,453.250000,453.519989,449.350006,450.130005,448.547821,93933400
2023-08-03,448.040009,450.790009,447.369995,448.839996,447.262360,64276100
2023-08-04,450.720001,452.899994,446.269989,446.809998,445.239471,100052300
2023-08-07,448.709991,450.869995,447.989990,450.709991,449.125763,58357500
2023-08-08,448.079987,450.700012,445.269989,448.750000,447.172668,71361300
2023-08-09,449.029999,449.200012,444.959991,445.750000,444.183228,78789600
2023-08-10,448.190002,451.700012,444.700012,445.910004,444.342651,93005500
2023-08-11,443.970001,446.700012,443.350006,445.649994,444.083557,68664600
2023-08-14,444.700012,448.109985,444.380005,448.109985,446.534912,47867400
2023-08-15,446.269989,446.640015,442.299988,442.890015,441.333282,75707500
2023-08-16,442.459991,444.179993,439.529999,439.640015,438.094696,80107200
2023-08-17,441.160004,441.429993,435.750000,436.290009,434.756470,95711300
2023-08-18,433.369995,437.570007,433.010010,436.500000,434.965729,98758400
2023-08-21,437.549988,440.109985,435.320007,439.339996,437.795746,68719000
2023-08-22,441.179993,441.179993,437.570007,438.149994,436.609924,65062900
2023-08-23,439.250000,443.670013,439.100006,443.029999,441.472778,68441000
2023-08-24,444.690002,445.220001,436.859985,436.890015,435.354370,88517300
2023-08-25,438.679993,441.299988,435.000000,439.970001,438.423523,102325100
2023-08-28,442.239990,443.399994,439.970001,442.760010,441.203735,61595400
2023-08-29,442.649994,449.450012,442.459991,449.160004,447.581238,83081900
2023-08-30,449.510010,451.670013,448.779999,451.010010,449.424744,69053900
2023-08-31,451.649994,452.829987,450.160004,450.350006,448.767059,66084600
2023-09-01,453.170013,453.670013,449.679993,451.190002,449.604095,58875700
2023-09-05,450.730011,451.059998,449.170013,449.239990,447.660950,55166200
2023-09-06,448.399994,448.510010,443.809998,446.220001,444.651550,70758500
2023-09-07,443.109985,445.549988,442.750000,444.850006,443.286377,70355400
2023-09-08,444.899994,447.109985,444.529999,445.519989,443.954010,61659700
2023-09-11,448.239990,448.769989,446.470001,448.450012,446.873749,60180100
2023-09-12,446.950012,448.529999,445.390015,445.989990,444.422363,67565400
2023-09-13,446.220001,447.709991,445.079987,446.510010,444.940552,60199300
2023-09-14,449.070007,451.079987,447.720001,450.359985,448.777008,83430800
2023-09-15,447.140015,447.480011,442.920013,443.369995,443.369995,111761400
2023-09-18,443.049988,444.970001,442.559998,443.630005,443.630005,55752200
2023-09-19,442.679993,443.290009,439.940002,442.709991,442.709991,66514600
2023-09-20,444.010010,444.440002,438.429993,438.640015,438.640015,82562600
2023-09-21,435.700012,435.970001,431.230011,431.390015,431.390015,103976100
2023-09-22,432.450012,434.100006,429.989990,430.420013,430.420013,100829700
2023-09-25,429.170013,432.269989,428.720001,432.230011,432.230011,70874500
2023-09-26,429.089996,429.820007,425.019989,425.880005,425.880005,96168400
2023-09-27,427.089996,427.670013,422.290009,426.049988,426.049988,104705800
2023-09-28,425.480011,430.250000,424.869995,428.519989,428.519989,92258300
2023-09-29,431.670013,431.850006,425.910004,427.480011,427.480011,115078500
2023-10-02,426.619995,428.600006,424.459991,427.309998,427.309998,83798600
2023-10-03,425.059998,427.369995,420.179993,421.589996,421.589996,103760600
2023-10-04,422.070007,425.429993,420.559998,424.660004,424.660004,87453000
2023-10-05,424.359985,425.369995,421.170013,424.500000,424.500000,70142700
2023-10-06,421.970001,431.130005,420.600006,429.540009,429.540009,113202700
2023-10-09,427.579987,432.880005,427.010010,432.290009,432.290009,80374400
2023-10-10,432.940002,437.220001,432.529999,434.540009,434.540009,78607300
2023-10-11,435.640015,436.579987,433.179993,436.320007,436.320007,62451700
2023-10-12,436.950012,437.339996,431.230011,433.660004,433.660004,81154200
2023-10-13,435.209991,436.450012,429.880005,431.500000,431.500000,95143100
2023-10-16,433.820007,437.140015,433.570007,436.040009,436.040009,75433200
2023-10-17,432.809998,438.140015,432.450012,436.019989,436.019989,75324700
2023-10-18,434.190002,435.179993,429.089996,430.209991,430.209991,93559800
2023-10-19,430.950012,432.820007,425.730011,426.429993,426.429993,121323000
2023-10-20,425.980011,426.540009,421.079987,421.190002,421.190002,123845800
2023-10-23,419.609985,424.450012,417.799988,420.459991,420.459991,92035100
2023-10-24,422.649994,424.820007,420.739990,423.630005,423.630005,78564200
2023-10-25,421.890015,421.920013,417.019989,417.549988,417.549988,94223200
2023-10-26,416.450012,417.329987,411.600006,412.549988,412.549988,115156800
2023-10-27,414.190002,414.600006,409.209991,410.679993,410.679993,107367700
2023-10-30,413.559998,416.679993,412.220001,415.589996,415.589996,86562700
2023-10-31,416.179993,418.529999,414.209991,418.200012,418.200012,79665200
2023-11-01,419.200012,423.500000,418.649994,422.660004,422.660004,98068100
2023-11-02,426.579987,430.920013,426.559998,430.760010,430.760010,94938900
2023-11-03,433.140015,436.290009,433.010010,434.690002,434.690002,100110800
2023-11-06,435.470001,436.149994,433.679993,435.690002,435.690002,67831700
2023-11-07,435.690002,437.589996,434.510010,436.929993,436.929993,64256100
2023-11-08,437.549988,438.089996,434.869995,437.250000,437.250000,61746000
2023-11-09,438.429993,438.470001,433.399994,433.839996,433.839996,83174400
2023-11-10,435.980011,440.929993,433.829987,440.609985,440.609985,89462200
2023-11-13,439.230011,441.329987,438.420013,440.190002,440.190002,52236100
2023-11-14,446.320007,450.059998,446.089996,448.730011,448.730011,97176900
2023-11-15,450.109985,451.380005,448.799988,449.679993,449.679993,77327600
2023-11-16,449.220001,450.559998,448.119995,450.230011,450.230011,66665800
2023-11-17,450.239990,451.420013,449.290009,450.790009,450.790009,83133200
2023-11-20,450.529999,455.130005,450.519989,454.260010,454.260010,69936200
2023-11-21,453.179993,454.130005,451.959991,453.269989,453.269989,49244600
2023-11-22,454.980011,456.380005,453.890015,455.019989,455.019989,59394900
2023-11-24,455.070007,455.500000,454.730011,455.299988,455.299988,29737400
2023-11-27,454.649994,455.489990,454.079987,454.480011,454.480011,50506000
2023-11-28,454.079987,456.269989,453.500000,454.929993,454.929993,62115000
2023-11-29,457.149994,458.320007,454.200012,454.609985,454.609985,63146000
2023-11-30,455.480011,456.760010,453.339996,456.399994,456.399994,79752700
2023-12-01,455.769989,459.649994,455.160004,459.100006,459.100006,89097900
